Date,Location,Series_Complete_Cumulative
03/17/2021,GA,1079357
05/01/2021,PR,1237150
12/13/2020,AK,5
05/24/2021,NM,992905
10/12/2021,GA,4941400
12/21/2020,NC,16
03/13/2021,FM,7839
06/20/2021,MO,2451184
09/17/2021,GA,4658597
01/18/2021,ID,13916
03/12/2021,GA,983036
01/09/2021,WA,24005
08/23/2021,WV,1106018
02/06/2021,WA,249460
04/10/2021,VA,2130001
09/02/2021,AS,26098
09/10/2021,RI,711360
02/12/2021,NJ,419352
02/14/2021,RP,1594
01/02/2021,IN,1367
11/20/2021,IL,7802852
05/24/2021,ND,292019
08/28/2021,IN,3139205
07/12/2021,WI,3011663
09/03/2021,NV,1502821
03/30/2021,NJ,1766789
01/09/2021,RI,4078
02/18/2021,OK,302830
08/04/2021,NH,810366
11/29/2021,OH,6234454
12/31/2020,AR,296
04/24/2021,NH,450470
04/08/2021,GA,1673605
11/02/2021,FM,41342
04/13/2021,LA,1127476
01/17/2021,ME,10809
02/14/2021,WI,279269
03/03/2021,VA,901271
03/29/2021,DE,173353
09/11/2021,FL,12012250
10/22/2021,FL,12844965
12/09/2021,VA,5694778
03/03/2021,KY,445469
12/09/2021,CA,25559187
12/14/2020,PA,22
12/13/2021,WA,5094761
02/09/2021,ID,56796
12/27/2020,RI,5
12/31/2020,WA,386
04/14/2021,MT,307178
07/31/2021,MO,2625108
09/28/2021,OK,1911668
04/05/2021,IN,1359483
12/18/2020,NE,122
07/30/2021,AS,23870
07/15/2021,DC,400048
12/29/2020,ME,96
03/18/2021,MO,795812
07/25/2021,RI,663250
11/18/2021,MD,4062095
05/14/2021,VA,3644933
02/01/2021,UT,76307
02/02/2021,IL,307026
11/20/2021,OK,2033137
11/09/2021,SC,2610649
10/23/2021,NH,865442
03/13/2021,DE,132167
04/04/2021,AR,557395
09/21/2021,VI,48400
01/30/2021,CO,151316
02/10/2021,NY,910089
07/16/2021,UT,1435703
08/21/2021,WV,1104123
08/26/2021,AK,359843
10/11/2021,CT,2495122
11/21/2021,RI,766673
05/11/2021,NV,1044615
02/05/2021,GU,8528
02/21/2021,AS,9213
10/07/2021,MO,3018038
04/09/2021,AZ,1734313
09/05/2021,NC,5127253
06/09/2021,MD,3222618
09/05/2021,AR,1336120
02/14/2021,OK,287844
07/20/2021,CO,3158284
07/04/2021,WV,1059843
08/21/2021,MS,1144249
02/18/2021,WI,365001
11/06/2021,MO,3095193
11/12/2021,AK,394265
03/06/2021,FL,2270153
06/26/2021,MT,467438
11/02/2021,WV,1220371
05/05/2021,MT,394531
10/12/2021,DC,439362
10/26/2021,AZ,3877599
01/21/2021,HI,23041
09/09/2021,AL,1988689
11/17/2021,AZ,3961299
06/12/2021,IL,6309220
11/27/2021,GU,124368
05/09/2021,MP,19812
08/27/2021,ID,709280
12/07/2021,OH,6320386
01/09/2021,CT,10799
05/22/2021,LA,1522172
05/24/2021,WA,3509490
05/07/2021,PA,4795618
02/16/2021,NJ,492525
03/23/2021,ND,142170
12/15/2021,TN,3450632
06/09/2021,NC,4353527
03/02/2021,WY,63529
03/13/2021,AK,153756
08/13/2021,MP,30950
06/24/2021,HI,737767
03/20/2021,NV,428578
08/30/2021,MI,5094496
05/01/2021,MP,18459
08/17/2021,AR,1226841
12/28/2020,FL,1638
02/23/2021,IN,522565
02/22/2021,AZ,479052
09/02/2021,MI,5114940
10/16/2021,PA,7228260
07/04/2021,TX,12427477
05/05/2021,NJ,3608414
05/24/2021,MO,2261096
07/02/2021,OR,2323981
01/17/2021,NJ,51203
12/08/2021,VA,5685379
07/28/2021,AL,1723152
07/21/2021,SC,2087803
11/07/2021,AR,1473893
12/15/2021,RI,796455
01/04/2021,ME,540
05/11/2021,UT,1100243
10/15/2021,DE,579646
01/09/2021,VT,2913
08/27/2021,MH,19038
08/29/2021,MN,3284891
02/06/2021,NE,83143
01/03/2021,AS,0
04/01/2021,AK,202514
06/11/2021,VI,35457
11/15/2021,MP,35208
03/14/2021,MO,724801
05/22/2021,OR,1911760
01/19/2021,FL,183083
01/25/2021,PR,69764
03/13/2021,KS,388284
03/29/2021,WA,1473732
04/20/2021,FM,13335
07/04/2021,NC,4612541
10/01/2021,PR,2324275
01/04/2021,DC,404
03/21/2021,AZ,1177520
03/09/2021,VI,11592
12/03/2021,DC,462726
03/18/2021,WV,469631
08/09/2021,MD,3635581
01/07/2021,MO,12596
06/29/2021,MP,26562
08/29/2021,AZ,3582175
06/06/2021,TN,2451882
03/22/2021,AS,12374
04/11/2021,KY,1116684
07/03/2021,SC,2033980
11/10/2021,OK,2017017
10/10/2021,DE,576202
12/24/2020,CT,116
07/03/2021,MP,26947
05/23/2021,VT,344787
06/28/2021,NE,936763
11/15/2021,VI,51810
04/19/2021,MI,2848210
04/15/2021,IL,3615975
06/28/2021,MN,3075753
03/16/2021,LA,646005
07/03/2021,PR,1974324
09/22/2021,MA,4676228
05/29/2021,MT,437824
07/26/2021,RP,13450
04/05/2021,WV,673015
11/09/2021,FM,41645
08/04/2021,RI,671403
12/12/2021,DE,615100
12/15/2021,NY,13743947
10/11/2021,AK,383274
01/11/2021,MD,16389
12/29/2020,OR,19
06/09/2021,VT,396900
04/12/2021,VA,2195372
08/13/2021,UT,1506602
03/26/2021,KY,764618
04/18/2021,AS,16114
04/03/2021,NE,439995
05/04/2021,VI,29834
08/23/2021,US,173679470
09/06/2021,ME,904091
03/11/2021,MN,791929
06/30/2021,NC,4589608
12/11/2021,OR,2765300
04/16/2021,MP,15187
07/27/2021,MT,481627
09/15/2021,OR,2540857
04/09/2021,AS,15033
12/27/2020,NH,2
01/09/2021,AZ,14665
03/25/2021,CA,6631814
08/07/2021,CA,21502193
03/04/2021,MD,634031
01/13/2021,NJ,42868
07/16/2021,IA,1571906
05/18/2021,NC,4019556
12/21/2020,TX,216
12/23/2020,GU,2
05/22/2021,DE,434392
08/25/2021,TN,2886755
01/25/2021,AR,44986
12/13/2020,AZ,160
12/26/2020,WV,521
05/20/2021,OR,1866191
08/14/2021,UT,1508582
08/06/2021,TN,2761227
11/15/2021,OR,2692098
04/28/2021,MS,810449
08/09/2021,AL,1760523
07/28/2021,MS,1055964
12/07/2021,VA,5675141
02/15/2021,MH,1232
02/17/2021,NC,715943
04/01/2021,AR,531123
12/09/2021,MD,4177316
01/29/2021,WY,12727
02/03/2021,RI,35847
04/16/2021,MD,1767664
03/12/2021,OH,1530795
02/19/2021,KY,309703
04/14/2021,IN,1597762
05/23/2021,VI,32822
06/13/2021,MH,15425
09/22/2021,ND,355335
10/01/2021,LA,2159623
10/05/2021,AR,1427065
05/05/2021,NY,7885046
10/27/2021,AS,30984
06/06/2021,RI,596154
12/15/2021,RP,15839
10/27/2021,MO,3070139
09/22/2021,MP,33907
09/21/2021,MN,3381707
12/21/2020,UT,318
02/01/2021,DE,21205
06/12/2021,LA,1620430
07/15/2021,WA,4246852
10/15/2021,DC,440798
02/22/2021,WY,48277
09/24/2021,FM,38590
04/13/2021,KY,1166280
04/10/2021,VI,23685
04/22/2021,ID,476061
03/31/2021,MH,10082
04/17/2021,US,92474008
08/08/2021,AR,1177890
09/07/2021,AR,1343390
06/27/2021,NE,935227
10/22/2021,OH,6069039
01/29/2021,MN,137920
01/15/2021,IA,13389
06/19/2021,MH,15954
09/14/2021,MO,2922573
02/25/2021,NM,259518
02/11/2021,NH,67358
04/27/2021,OK,1257696
08/30/2021,OR,2480170
12/28/2020,DC,152
08/26/2021,WI,3167220
07/10/2021,MO,2532274
07/24/2021,NH,804030
05/23/2021,AS,19410
07/30/2021,OR,2395320
09/23/2021,AL,2091130
12/22/2020,VI,0
02/17/2021,NM,200920
07/20/2021,VI,39241
08/21/2021,CO,3290694
11/21/2021,FM,42138
07/08/2021,KY,1883017
01/12/2021,SC,24238
06/13/2021,NH,756760
11/19/2021,AL,2257525
10/24/2021,GA,5028870
05/31/2021,IA,1425259
11/20/2021,CT,2558533
11/21/2021,MD,4068268
04/30/2021,CO,2049476
12/30/2020,NE,320
08/04/2021,RP,13617
09/27/2021,DC,432848
04/16/2021,WY,151982
07/09/2021,SD,408323
04/19/2021,NC,3050066
09/01/2021,AK,362571
04/25/2021,IA,1060432
02/15/2021,DE,41845
07/28/2021,TX,12948734
03/11/2021,MS,337582
08/02/2021,PR,2082861
03/26/2021,AZ,1291028
12/22/2020,WY,14
08/24/2021,WI,3154237
09/06/2021,AZ,3628003
12/23/2020,DE,22
12/18/2020,MD,186
12/22/2020,MD,271
05/29/2021,PA,5706710
11/01/2021,FM,41277
05/23/2021,NJ,4309596
07/05/2021,WA,4178625
09/25/2021,MI,5241463
05/20/2021,MT,427200
04/28/2021,FM,14609
04/08/2021,ME,388441
12/19/2020,FM,0
04/21/2021,AR,777882
04/28/2021,PR,1188385
04/05/2021,FM,10478
11/08/2021,IN,3383333
10/09/2021,OH,5998809
07/07/2021,VA,4644394
03/16/2021,NM,399497
12/09/2021,WI,3540793
01/04/2021,CT,733
04/17/2021,AR,739872
05/14/2021,OR,1741357
01/13/2021,OH,31786
07/11/2021,RI,652372
08/19/2021,WY,225936
05/05/2021,ME,617585
08/27/2021,MO,2818230
09/14/2021,OH,5830791
05/02/2021,ID,529508
01/08/2021,KY,8614
06/20/2021,MI,4698044
08/19/2021,NH,821124
04/23/2021,MO,1752055
07/19/2021,MD,3547206
05/13/2021,ID,576927
12/13/2020,WY,6
01/28/2021,NE,53830
07/08/2021,AR,1103729
08/27/2021,FL,11492550
07/29/2021,CT,2285507
08/19/2021,NV,1444581
04/18/2021,AL,1027497
09/20/2021,SC,2405934
12/29/2020,PR,218
12/30/2020,AK,117
12/19/2020,ME,25
07/09/2021,GA,3936693
10/18/2021,AL,2185281
02/01/2021,IL,284979
09/28/2021,NE,1066365
10/01/2021,WI,3336776
07/05/2021,DC,394507
08/11/2021,CO,3242132
09/03/2021,PA,6884750
11/07/2021,US,193672007
05/02/2021,VA,3163802
10/04/2021,MP,34262
05/15/2021,DC,330515
02/10/2021,WV,195655
02/01/2021,ME,40844
03/28/2021,MP,11718
10/17/2021,KS,1544094
06/14/2021,SC,1946819
06/16/2021,NY,10429274
12/25/2020,IL,747
04/24/2021,FL,6298364
05/05/2021,GU,67268
07/29/2021,WV,1082366
05/09/2021,KS,1111166
06/12/2021,VT,404530
01/09/2021,WI,14849
10/09/2021,MI,5298991
12/11/2021,MT,566875
03/24/2021,VT,115217
09/24/2021,LA,2133397
07/16/2021,AK,343859
01/31/2021,OR,96228
06/25/2021,AK,334675
06/07/2021,SD,387234
10/22/2021,VI,50696
12/23/2020,OR,12
10/10/2021,MS,1345603
07/18/2021,OR,2365718
10/16/2021,NC,5522979
01/09/2021,MD,11434
05/19/2021,CO,2586679
05/29/2021,AZ,2915961
10/21/2021,IN,3347177
11/14/2021,OH,6168014
12/13/2021,NJ,6173159
12/09/2021,VI,52862
07/26/2021,MI,4906560
05/16/2021,IN,2403383
09/08/2021,WI,3228659
04/07/2021,OH,2610970
11/05/2021,AK,392303
12/19/2020,MI,268
10/14/2021,DE,578730
01/19/2021,MI,98174
11/11/2021,VT,451963
12/13/2021,MN,3638529
05/14/2021,MO,2171766
10/24/2021,ID,784486
12/05/2021,OK,2066516
12/15/2020,PA,27
10/20/2021,MA,4780721
04/28/2021,MN,2100890
09/18/2021,AL,2060633
06/19/2021,OK,1535548
09/13/2021,WI,3250476
10/30/2021,RI,755904
12/28/2020,FM,0
06/05/2021,WA,3790305
06/21/2021,KY,1828410
07/11/2021,VT,421326
05/12/2021,VT,301649
05/08/2021,FM,16322
09/22/2021,ID,745442
07/15/2021,AS,22817
04/29/2021,CO,2009044
10/07/2021,MN,3425262
07/07/2021,UT,1412454
03/27/2021,AS,13226
01/02/2021,US,40852
10/19/2021,AK,386233
02/04/2021,WI,168837
06/14/2021,DE,482526
10/12/2021,PR,2341009
01/19/2021,AS,938
02/13/2021,MA,316979
10/06/2021,FM,39448
12/25/2020,CT,118
07/18/2021,WV,1073325
05/22/2021,NM,987585
07/03/2021,MD,3468919
05/03/2021,AZ,2462145
09/14/2021,MN,3356381
10/04/2021,AL,2142165
10/08/2021,US,188416462
06/08/2021,RI,601918
05/10/2021,IN,2262102
10/10/2021,SC,2516266
04/14/2021,NY,5768355
10/04/2021,AZ,3786068
04/09/2021,WI,1567914
10/06/2021,GA,4888432
02/20/2021,AK,99916
08/19/2021,LA,1882986
09/17/2021,NH,844504
06/19/2021,KY,1823328
06/24/2021,DC,388834
03/18/2021,MI,1417586
07/16/2021,TX,12708474
12/04/2021,MT,562621
09/19/2021,IN,3241837
03/19/2021,NY,2898994
03/30/2021,WV,587612
05/21/2021,AR,982763
12/25/2020,GA,744
04/11/2021,NV,695565
11/08/2021,ID,798234
06/09/2021,IA,1475044
03/17/2021,ME,217554
11/24/2021,PA,7485561
03/06/2021,ID,186738
10/02/2021,CT,2477120
02/21/2021,KS,196673
08/13/2021,NY,11556839
09/24/2021,MS,1310828
04/22/2021,AZ,2161413
11/11/2021,MH,21538
06/10/2021,IL,6242367
10/05/2021,MN,3419384
03/31/2021,AK,196299
07/06/2021,TN,2638547
12/05/2021,NM,1352174
09/18/2021,NJ,5699126
03/26/2021,SC,798411
07/02/2021,UT,1402791
08/10/2021,OH,5563819
02/06/2021,GU,9364
09/13/2021,ME,912494
05/13/2021,KS,1139480
05/22/2021,WY,191993
09/06/2021,SC,2304850
11/21/2021,ME,970524
07/20/2021,VT,423692
01/04/2021,NY,4754
04/11/2021,OH,2889521
01/15/2021,CT,27160
03/03/2021,CO,573194
02/12/2021,HI,91079
08/21/2021,CA,22016568
08/13/2021,VA,4875949
10/10/2021,ND,366179
09/22/2021,GU,114958
07/14/2021,MA,4371882
07/17/2021,WA,4258538
05/30/2021,SC,1843304
10/13/2021,TN,3254733
07/30/2021,NJ,5285042
08/15/2021,ND,331709
03/23/2021,IN,1064952
03/07/2021,US,36054060
05/12/2021,MO,2138887
04/28/2021,IN,1951987
10/07/2021,WI,3356383
11/09/2021,IN,3384292
06/03/2021,WY,198055
10/23/2021,MH,20527
12/22/2020,IA,14
06/30/2021,MT,469800
03/25/2021,IN,1120261
02/03/2021,MH,502
03/04/2021,AZ,757829
04/24/2021,SC,1426663
06/17/2021,FL,9792943
07/12/2021,NJ,5151196
06/10/2021,AK,322589
08/28/2021,WY,229992
11/27/2021,MN,3531177
12/13/2020,MD,137
04/28/2021,KS,1005716
07/31/2021,MD,3599893
01/31/2021,CO,153142
05/25/2021,ND,293048
07/19/2021,IL,6800953
10/10/2021,NM,1291334
01/11/2021,OK,30201
01/23/2021,SC,50216
02/09/2021,NE,91670
03/27/2021,VI,17693
10/04/2021,CO,3487996
07/12/2021,RI,653186
01/06/2021,MP,1
01/29/2021,GU,7003
02/19/2021,SC,337162
04/20/2021,RI,366551
05/28/2021,MD,3026110
12/10/2021,MO,3203293
03/07/2021,GA,854967
08/09/2021,MO,2676608
12/22/2020,AR,150
11/22/2021,PR,2376066
10/28/2021,GU,122034
03/30/2021,HI,315263
11/04/2021,GU,122698
07/20/2021,TN,2692740
02/15/2021,OK,288935
12/13/2021,AZ,4084292
07/22/2021,MO,2582725
12/17/2020,AZ,178
03/22/2021,AR,408181
06/23/2021,VA,4527675
07/23/2021,ID,677306
05/31/2021,NH,705886
12/02/2021,ME,983401
05/17/2021,MI,4060643
04/08/2021,RP,5933
01/15/2021,FL,132511
01/28/2021,NC,169425
05/14/2021,NH,621608
04/21/2021,OK,1185808
01/23/2021,TN,119527
01/28/2021,KS,61813
03/08/2021,TX,2918467
04/18/2021,RI,359797
04/22/2021,WY,160996
06/30/2021,VA,4595097
12/22/2020,DC,137
01/05/2021,LA,4727
07/03/2021,CA,20394617
08/09/2021,PR,2105620
02/25/2021,NV,235145
05/21/2021,PR,1615573
01/22/2021,RI,14719
01/07/2021,OH,7061
02/26/2021,OR,378974
05/29/2021,RP,12347
07/06/2021,FM,27371
05/17/2021,ND,286105
11/08/2021,NC,5641672
04/21/2021,NC,3174489
02/23/2021,TX,1856257
07/30/2021,FM,30475
10/06/2021,SD,460625
03/26/2021,AK,185633
03/15/2021,KY,594333
04/26/2021,OH,3815584
07/01/2021,PR,1965173
10/26/2021,CO,3561948
05/26/2021,GA,3476322
03/06/2021,GU,23200
10/10/2021,CO,3509825
07/01/2021,HI,745219
06/09/2021,RP,12496
02/12/2021,KY,245947
08/07/2021,AZ,3435699
12/13/2020,IL,21
04/30/2021,CT,1488370
08/02/2021,US,167596830
10/13/2021,AZ,3827095
07/01/2021,IN,2894783
08/17/2021,ID,696271
09/04/2021,NC,5121970
04/28/2021,FL,6666697
07/24/2021,HI,762886
05/11/2021,NH,596340
09/17/2021,AZ,3700036
01/10/2021,NE,11309
03/10/2021,NH,152401
07/18/2021,AR,1121551
08/02/2021,NH,808979
02/18/2021,MI,692673
11/25/2021,ME,972539
09/05/2021,MN,3320140
06/27/2021,PR,1939363
07/27/2021,ME,869768
09/07/2021,IL,7285954
06/29/2021,FL,10107452
08/06/2021,KY,1951804
03/22/2021,MI,1515770
07/19/2021,MA,4393364
08/30/2021,VI,45207
08/26/2021,GA,4347473
05/15/2021,NY,8784614
02/16/2021,FM,1643
12/12/2021,AL,2302490
02/13/2021,OR,222027
02/19/2021,UT,204234
04/17/2021,WI,1823150
04/28/2021,DE,344625
07/26/2021,PR,2055408
01/13/2021,FM,24
06/08/2021,MI,4514690
04/21/2021,MS,754797
11/10/2021,VA,5486165
04/11/2021,FM,11674
01/01/2021,AL,235
08/23/2021,NE,1006126
11/30/2021,TN,3400110
05/19/2021,US,135904048
07/06/2021,PA,6399601
01/27/2021,VI,1581
10/31/2021,VA,5434287
01/15/2021,GA,44751
08/13/2021,NC,4875568
12/30/2020,WV,1248
03/26/2021,AR,458467
05/22/2021,ID,602424
05/31/2021,CO,2746135
07/26/2021,NC,4751519
02/13/2021,DC,32639
06/30/2021,IA,1546041
03/27/2021,AL,681451
08/11/2021,MA,4482666
05/08/2021,CO,2330808
12/09/2021,KY,2381828
10/03/2021,MN,3413924
01/19/2021,IL,140839
12/24/2020,KY,148
07/30/2021,KY,1933927
07/19/2021,GU,98161
10/09/2021,IA,1737056
02/14/2021,NE,112724
01/03/2021,ID,239
08/09/2021,NC,4836934
02/15/2021,GU,14407
05/09/2021,AR,921995
06/21/2021,MO,2455349
01/01/2021,AS,0
04/11/2021,NC,2650186
04/23/2021,NM,778521
12/15/2021,DC,468243
07/31/2021,MA,4440679
04/08/2021,AK,233434
07/27/2021,TN,2717560
04/15/2021,WV,788678
03/28/2021,MA,1320379
05/12/2021,WI,2501696
06/02/2021,SC,1860905
07/10/2021,NJ,5138639
12/16/2020,AK,7
05/14/2021,MP,20655
01/02/2021,CA,2337
02/25/2021,NH,106271
09/13/2021,ID,731011
09/29/2021,KY,2200928
12/14/2020,WV,22
01/05/2021,IL,3525
10/02/2021,OK,1928490
05/17/2021,MA,3390137
02/08/2021,WI,200630
08/14/2021,MO,2716028
10/11/2021,MT,533861
11/21/2021,WI,3458131
11/25/2021,MN,3522895
12/28/2020,OK,114
08/12/2021,MI,4983954
07/06/2021,MP,27176
08/31/2021,OK,1779311
11/02/2021,UT,1752313
11/28/2021,SD,484515
05/20/2021,MO,2231942
08/26/2021,MI,5068976
05/30/2021,AZ,2919701
07/15/2021,RP,13279
01/16/2021,WY,4090
10/22/2021,HI,845933
12/05/2021,NY,13585873
12/28/2020,AK,82
09/20/2021,CT,2446875
03/26/2021,NC,1830447
05/31/2021,MN,2807754
06/24/2021,CT,2186796
07/16/2021,MS,1036146
12/13/2020,WA,0
03/01/2021,VA,846659
09/08/2021,GA,4511968
08/03/2021,KS,1360984
11/06/2021,NE,1098957
06/17/2021,KS,1274214
06/27/2021,AL,1644163
04/17/2021,PR,1011647
06/02/2021,AK,311557
11/22/2021,HI,861331
07/01/2021,CO,3077892
03/03/2021,AR,296083
04/06/2021,NE,456569
11/21/2021,NY,13348536
12/24/2020,RP,0
08/15/2021,MS,1109245
09/08/2021,CT,2408547
11/26/2021,CO,3646178
02/14/2021,NJ,446228
11/25/2021,AZ,3986391
09/18/2021,CO,3424358
12/12/2021,KY,2389342
04/13/2021,NV,725250
04/05/2021,DE,204766
02/03/2021,LA,159119
03/11/2021,NE,270282
06/01/2021,VI,34009
04/25/2021,MT,351745
07/27/2021,IN,2995501
08/13/2021,TN,2799143
05/13/2021,MP,20473
03/06/2021,IN,747169
10/05/2021,MP,34312
02/07/2021,PR,135466
02/15/2021,AS,7402
10/27/2021,LA,2226640
11/18/2021,VI,51980
10/26/2021,VT,447291
05/10/2021,MD,2543881
05/19/2021,WI,2614961
06/18/2021,AS,20772
09/09/2021,TN,3011210
06/18/2021,DE,491035
01/03/2021,FL,5810
11/25/2021,VA,5542683
05/16/2021,LA,1484091
07/20/2021,FM,29023
01/23/2021,DC,7237
06/04/2021,NV,1204503
07/28/2021,GU,99830
03/17/2021,MT,178699
05/05/2021,MS,853217
10/13/2021,IA,1742365
12/07/2021,WI,3527899
07/25/2021,PA,6543440
09/12/2021,OH,5813002
09/20/2021,MO,2952388
05/21/2021,ID,601163
08/28/2021,MI,5083935
09/28/2021,MT,524977
06/26/2021,NJ,5007469
03/31/2021,PA,2452637
04/21/2021,TX,7669692
06/17/2021,DC,384134
09/07/2021,WI,3222677
11/25/2021,VI,52190
05/25/2021,US,140877701
12/27/2020,MN,230
02/27/2021,NE,183586
12/16/2020,ID,38
01/31/2021,RP,10
03/01/2021,HI,172740
10/03/2021,KS,1523031
08/22/2021,IA,1633625
01/17/2021,VI,697
05/27/2021,TN,2386246
06/13/2021,GA,3702122
11/27/2021,DC,456877
05/23/2021,PA,5510931
01/02/2021,AL,240
01/20/2021,WI,61246
12/06/2021,TX,16120400
08/21/2021,OR,2450123
04/15/2021,KY,1225272
05/27/2021,MO,2285998
04/06/2021,WA,1779666
04/17/2021,NH,398927
04/21/2021,ND,250396
09/24/2021,NY,12488204
12/27/2020,GU,2
09/02/2021,FL,11718335
09/17/2021,KY,2145616
02/26/2021,MH,3510
02/08/2021,WA,270567
11/17/2021,ID,804383
11/25/2021,IL,7820264
08/08/2021,OH,5550596
03/10/2021,SC,580085
05/08/2021,MP,19812
02/03/2021,OR,122215
02/08/2021,SD,52948
04/14/2021,SC,1213045
05/30/2021,GA,3528184
09/28/2021,TN,3166143
02/02/2021,UT,84595
07/02/2021,MD,3464695
08/31/2021,MI,5102108
01/04/2021,OH,1070
06/18/2021,OR,2258041
08/17/2021,IA,1622274
10/19/2021,OK,1971684
05/27/2021,OK,1446461
01/04/2021,RI,392
11/16/2021,OR,2693505
10/12/2021,MS,1349676
07/12/2021,ND,320540
05/31/2021,VA,4084611
04/18/2021,KS,859050
05/12/2021,NJ,3914442
10/13/2021,AR,1440997
04/07/2021,LA,1017893
05/24/2021,CA,17550295
04/19/2021,FM,13097
07/04/2021,HI,746986
07/31/2021,FM,30606
02/13/2021,NV,127966
04/27/2021,MD,2114795
03/01/2021,FM,5198
05/04/2021,MO,1984156
05/21/2021,NY,9202568
09/27/2021,OR,2586947
08/17/2021,TN,2822862
01/21/2021,RI,14266
03/11/2021,MI,1192088
06/29/2021,UT,1392994
04/16/2021,NY,5981588
09/19/2021,FL,12234122
04/10/2021,SC,1124063
01/29/2021,KY,94429
02/08/2021,NC,381614
09/09/2021,GA,4529174
12/18/2020,TX,41
03/07/2021,RI,105410
03/18/2021,OK,624139
04/12/2021,OR,1045565
05/28/2021,MO,2293879
08/17/2021,KS,1396354
08/26/2021,TN,2895595
12/25/2020,NJ,277
02/07/2021,MN,196821
06/06/2021,MI,4469219
06/06/2021,MD,3159610
10/25/2021,AK,388305
11/13/2021,FM,41706
10/14/2021,HI,841420
10/25/2021,DE,585256
09/07/2021,NV,1512405
10/16/2021,MT,537223
12/18/2020,KY,84
09/26/2021,ID,750550
09/10/2021,AS,27006
01/06/2021,ND,1477
02/03/2021,MN,173024
02/23/2021,NE,153629
04/26/2021,TX,8157506
07/23/2021,PA,6536873
01/14/2021,HI,14458
03/07/2021,MT,137401
04/21/2021,VT,226765
12/13/2020,NJ,200
04/08/2021,WI,1517397
02/20/2021,HI,127592
06/26/2021,WA,4121111
05/22/2021,VI,32818
05/03/2021,FL,7122622
11/25/2021,TX,15871164
09/02/2021,DC,421427
11/09/2021,PA,7386636
04/19/2021,NJ,2788727
07/09/2021,LA,1709495
08/28/2021,NH,828503
05/23/2021,GU,76807
02/05/2021,AK,51316
09/17/2021,GU,113042
02/15/2021,MD,322416
06/24/2021,ID,656190
04/11/2021,OR,1028161
01/29/2021,ND,28604
04/28/2021,WV,890694
05/30/2021,OK,1454047
11/04/2021,NE,1097608
12/29/2020,MN,280
06/08/2021,IL,6173347
07/29/2021,PR,2071381
09/13/2021,MT,513732
04/27/2021,NM,798558
02/05/2021,NV,75183
02/17/2021,TX,1521228
12/18/2020,CO,233
08/27/2021,NE,1015599
10/15/2021,IL,7623346
10/10/2021,VI,49887
01/17/2021,AR,29971
05/05/2021,ID,544972
11/29/2021,CT,2573395
11/30/2021,PA,7545570
11/27/2021,NV,1680690
03/21/2021,TN,874159
11/17/2021,TX,15795123
01/03/2021,GA,1512
07/24/2021,RP,13450
08/19/2021,MT,495178
03/12/2021,NV,370870
06/17/2021,MI,4673095
11/13/2021,US,194613022
07/24/2021,VT,424715
01/08/2021,VI,297
08/13/2021,MI,4990438
08/15/2021,OR,2430379
01/28/2021,CT,87512
04/09/2021,NY,5244645
03/03/2021,WA,811173
09/25/2021,MH,19993
07/16/2021,FL,10448290
09/13/2021,OK,1844231
05/09/2021,RP,9140
03/29/2021,ME,277631
08/15/2021,AS,24946
05/14/2021,MN,2548318
12/30/2020,AR,256
03/24/2021,SC,750553
02/24/2021,VT,55307
10/10/2021,KY,2241443
03/18/2021,PR,502585
06/29/2021,FM,25879
11/22/2021,US,195846912
03/14/2021,MP,9192
08/17/2021,ME,884352
02/11/2021,MD,278722
02/11/2021,AL,151312
12/21/2020,MP,1
03/22/2021,RI,196168
06/10/2021,RP,12496
06/19/2021,SD,397817
11/11/2021,FL,13060576
05/20/2021,CA,17097002
10/17/2021,MO,3044670
04/25/2021,KS,961595
11/02/2021,KY,2299630
01/23/2021,NY,226088
05/06/2021,FM,15857
09/08/2021,CA,22750273
12/31/2020,MO,188
09/28/2021,ME,930205
01/07/2021,GU,481
03/19/2021,LA,696662
08/01/2021,LA,1769265
10/09/2021,WV,1181761
03/24/2021,AL,653347
04/30/2021,HI,563329
09/19/2021,ME,921263
12/13/2020,IN,62
12/18/2020,RI,2
04/23/2021,WI,2032324
09/13/2021,SC,2356399
05/23/2021,ID,602918
08/03/2021,ID,684176
08/18/2021,CT,2340656
08/12/2021,MH,18167
03/01/2021,IN,631685
04/04/2021,MH,10489
06/14/2021,UT,1337682
12/27/2020,KS,99
03/11/2021,UT,359705
02/15/2021,CO,358832
07/14/2021,MO,2547373
04/20/2021,MT,330095
12/25/2020,MN,226
09/11/2021,MH,19556
12/31/2020,NE,506
04/13/2021,AR,686537
05/24/2021,AL,1494574
12/26/2020,NH,2
10/19/2021,RI,749100
05/22/2021,IA,1391790
06/12/2021,NE,905887
11/25/2021,MH,22108
08/21/2021,HI,782862
01/15/2021,MI,73491
03/01/2021,AR,279426
02/01/2021,ND,30296
08/11/2021,TX,13276700
12/12/2021,PA,7732401
11/20/2021,AZ,3972900
02/02/2021,GA,173137
03/09/2021,OH,1362493
09/29/2021,NM,1278089
08/19/2021,DC,414491
12/09/2021,NV,1707962
11/12/2021,OR,2689514
10/22/2021,GA,5019006
10/28/2021,MI,5364776
10/26/2021,NV,1631553
04/12/2021,MT,294863
09/21/2021,KY,2163085
03/02/2021,PA,1103062
09/15/2021,ID,734513
03/05/2021,TX,2809638
12/02/2021,CA,25223912
03/01/2021,KY,419318
